brand,condition,description,expiration_date,id,image_link,isbn,link,price,product_type,title,upc,color,c:department,material,size,c:style,payment_accepted,payment_notes,pickup,price_type,pattern,age group,gender,item group id,availability,mpn,Google product category,c:keywords1,c:keywords2,c:keywords3,c:keywords4,c:keywords5,c:features1,c:features2,c:features3,c:features4,c:features5,c:material,c:length,c:width,c:height,c:depth,c:weight,adwords_grouping,adwords_labels,adwords_redirect,c:size,manufacturer,shipping,c:color_and_finish,additional_image_link,c:bullett_point1,c:bullett_point2,c:bullett_point3,c:bullett_point4,c:bullett_point5,c:product_ads_category,c:product_ads_exclude,custom_label_0,custom_label_1,custom_label_2,c:product_ads_sku_bid,custom_label_3,c:full_price,c:swatch_tag,c:sale_flag,c:availability_flag,c:web_category,c:compositions,c:color_family,c:room,c:sli_color,c:tag_image,c:models.part_num
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2050,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-turquoise.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Turquoise,8.10857E+11,Turquoise,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,2/2/2009,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Green,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2049,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-orange.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Orange,8.10857E+11,Orange,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,2/2/2010,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Orange,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2048,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-cactus.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Cactus,8.10857E+11,Cactus,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,2/2/2011,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Green,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2047,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-orchid.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Orchid,8.10857E+11,Orchid,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,2/2/2012,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Purple,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2046,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-caramel.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Caramel,8.10857E+11,Caramel,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,02.02.13,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Yellow,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2045,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-gold.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Gold,8.10857E+11,Gold,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,2/2/2014,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Gold,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c2044,http://www.zurifurniture.com/common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame -Clear,8.10857E+11,Clear,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,2/2/2015,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Clear,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Chair is a contemporary lounge or occasional chair suitable for indoors and out. Composed of a tripod metal base and seat woven with vinyl cord. The Innit Chair is similar in construction and form to our Acapulco chair though slightly less reclined with a circular frame. The galvanized steel frame is rust resistant, and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, stackable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3604c5319,http://www.zurifurniture.com/common/images/products/large/modern_innit_chair_with_cord_seat_and_white_frame_seafoam_810857004638_02-02-16.jpg,,http://www.zurifurniture.com/outdoor/innit-chair-white-frame,448,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Chair with Cord Seat and White Frame - Seafoam,8.10857E+11,Seafoam,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3604,in stock,8.10857E+11,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,15,32,20,,Innit Chair - White Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 15""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Circular Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,498,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Green,common/images/products/large/modern-innit-chair-with-cord-seat-and-white-frame-clear.jpg,2-Feb
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2073,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-black.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -Black,8.10857E+11,Black,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2001,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Black,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2072,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-white.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -White,8.10857E+11,White,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2002,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,White,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2071,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-yellow.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -Yellow,8.10857E+11,Yellow,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2003,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Yellow,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2070,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-blue.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -Blue,8.10857E+11,Blue,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2004,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Blue,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2069,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-pink.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -Pink,8.10857E+11,Pink,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2005,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Pink,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2068,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-grey.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -Grey,8.10857E+11,Grey,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2006,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Grey,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
Innit,New,"The Innit Rocker is a contemporary rocking chair suitable for indoors and out. Composed of a metal base and seat woven with vinyl cord. The Innit Rocker is similar in construction and form to our Acapulco Rocker though hoop shaped rather than the avocado shape of the Acapulco Rocker. The galvanized steel resists rust and the very durable yet flexible, UV protected vinyl will stay colorfast for years. This chair is incredibly comfortable without a cushion. It?��s weatherproof, breathable, easy to clean, and available in everybody?��s favorite color. A great, modern design for commercial and residential applications.",,3605c2067,http://www.zurifurniture.com/common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-purple.jpg,,http://www.zurifurniture.com/outdoor/innit-rocker-black-frame,529,Furniture > Outdoor Furniture > Outdoor Seating,Modern Innit Rocker with Cord Seat and Black Frame -Purple,8.10857E+11,Purple,OutdoorLiving,Ceramic,,Contemporary,,,,,,,,3605,in stock,4/1/2007,Furniture > Outdoor Furniture > Outdoor Seating,"contemporary, mid- century, mod, unique","seating, bar seating, lounge, accent, side chair","indoor, outdoor, patio, patio set, living","UV resistant, colorful, cord, vinlyn, woven","table, bar table, living space, outside, weather resistant",,,,,,,32,32,14,32,,,Innit Rocker - Black Frame,,,Innit,US:::0.00 USD,"Vinyl, Stainless Steel",,"W 32"" x D 32"" x H 14""",UV Protect Woven Vinyl Cord Seat,Rust Resistant Metal Frame,Suitable for indoor and outdoor use,Made to order,553840,,Outdoor Furniture,Dropship,in stock,4,Furniture > Outdoor Furniture > Outdoor Seating,588,http://www.zurifurniture.com/common/images/products/swatch/sixteen-color.jpg,,,139|117|2434|2440|2437|2442|2450,"Vinyl, Stainless Steel","Black,Green,Red,White,Orange,Grey,Blue,Yellow,Gold,Purple,Pink,Clear",Outdoor,Purple,common/images/products/large/modern-innit-rocker-with-cord-seat-and-black-frame-clear.jpg,1-Apr
